Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,emotion
39,365,Zedd,1835240,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2019-02-15,2XWjPtKdi5sucFYtVav07d,0.339,0.745,181900,0.693,0,2,0.123,-5.479,0,0.034,98.039,4,0.248,excited
49,Pure Water (with Migos),Mustard,1480388,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-02-16,63cd4JkwGgYJrbOizbfmsp,0.172,0.68,194520,0.559,0,0,0.318,-5.545,1,0.129,202.006,4,0.137,excited
48,Murder On My Mind,YNW Melly,1366786,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-02-17,7eBqSVxrzQZtK2mmgRG6lC,0.145,0.759,268434,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74,happy
45,Don't Call Me Up,Mabel,1520184,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-02-19,5WHTFyqSii0lmT9R21abT8,0.296,0.674,178480,0.881,3.01E-06,9,0.0793,-2.853,1,0.147,98.994,4,0.234,excited
25,Robbery,Juice WRLD,2081793,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV,2019-02-20,44ShclXTOOnYtt5CnCDeGV,0.342,0.708,240527,0.691,0,2,0.222,-5.179,1,0.0442,79.99,4,0.535,happy
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3541999,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB,2019-02-22,7dbka99KTWke5o9hRp0JoB,0.552,0.761,158040,0.479,0,2,0.0704,-5.574,1,0.0466,89.913,4,0.912,peacefull
43,Bola Rebola,Tropkillaz,1638534,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,2019-02-22,1OUPXna2MCgAt3VNmXJBtg,0.22,0.834,193440,0.777,0.00609,5,0.335,-4.538,0,0.0593,129.984,4,0.865,happy
44,Legacy (feat. Travis Scott & 21 Savage),Offset,1619998,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99,2019-02-22,7pMRoGLEJuFM2wl5pt0R99,0.178,0.844,244941,0.513,0,1,0.0845,-8.769,1,0.335,128.085,4,0.344,excited
49,Nights Like This (feat. Ty Dolla $ign),Kehlani,1544744,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,2019-02-22,6ZRuF2n1CQxyxxAAWsKJOy,0.367,0.61,201788,0.725,0,8,0.154,-5.131,1,0.15,146.163,4,0.291,excited
37,Always Remember Us This Way,Lady Gaga,1537164,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019-02-25,2rbDhOo9Fh61Bbu23T2qCk,0.299,0.553,210200,0.502,0,0,0.764,-5.972,1,0.0409,129.976,4,0.296,excited
50,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1407234,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-02-25,1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,189487,0.662,0,9,0.111,-5.239,1,0.303,93.023,4,0.434,excited
3,Sucker,Jonas Brothers,5168503,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-01,4y3OI86AEP6PQoDE6olYhO,0.0427,0.842,181040,0.734,0,1,0.106,-5.065,0,0.0588,137.958,4,0.952,happy
16,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2846195,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-01,1WSGTYKLEpKfNQYYW5Oymt,0.404,0.541,158027,0.468,3.65E-06,10,0.358,-4.039,0,0.362,95.266,4,0.69,peacefull
48,Rule The World (feat. Ariana Grande),2 Chainz,1481682,https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,2019-03-01,1R6VwZ8TuHRzxZUxe88n4I,0.158,0.592,245893,0.584,2.63E-06,8,0.132,-6.232,0,0.0893,88.073,4,0.447,excited
46,Te Vi,Piso 21,1424293,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-03-02,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46E-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706,happy
49,Un Año,Sebastian Yatra,1344276,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,2019-03-02,5BDP2tky8oMQJPS33frKVp,0.148,0.771,164440,0.382,0,1,0.104,-6.808,0,0.0514,94.931,4,0.535,peacefull
47,Ella Quiere Beber - Remix,Anuel AA,1372356,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-03-04,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0,8,0.0515,-3.083,1,0.124,95.239,4,0.697,happy
13,wish you were gay,Billie Eilish,2625728,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019-03-05,4txc3txsIt81diMzGhrVPS,0.39,0.853,221543,0.351,9.38E-06,7,0.752,-10.198,1,0.241,118.028,4,0.282,sad
11,Robbery,Juice WRLD,2823295,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2019-03-08,6Hj9jySrnFppAI0sEMCZpJ,0.328,0.685,240051,0.692,0,2,0.153,-5.122,1,0.0457,159.966,5,0.578,happy
20,Fast,Juice WRLD,2478163,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,2019-03-08,6MjNilJCVKJq0LfFvo5jWJ,0.426,0.623,208518,0.608,0,1,0.105,-5.937,0,0.0434,84.98,4,0.263,excited
26,My Bad,Khalid,2144250,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,2019-03-08,1DUSuNhF8P5vUGNPpQiZa5,0.543,0.645,166101,0.568,0.266,5,0.257,-9.127,0,0.0823,84.999,4,0.391,excited
32,Hear Me Calling,Juice WRLD,1929805,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,2019-03-08,13ZyrkCDmRz5xY3seuAWYk,0.308,0.699,189977,0.687,3.63E-05,7,0.121,-3.997,0,0.106,88.932,4,0.499,excited
33,Empty,Juice WRLD,1925055,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v,2019-03-08,41MCdlvXOl62B7Kv86Bb1v,0.0758,0.745,248431,0.561,0,0,0.133,-4.869,1,0.0807,77.557,4,0.449,excited
38,Wolke 10,MERO,1774536,https://open.spotify.com/track/14f1n3XCW3fQhAODW0CwLK,2019-03-08,14f1n3XCW3fQhAODW0CwLK,0.0662,0.77,172827,0.797,3.81E-06,10,0.0858,-4.985,0,0.0693,100.003,4,0.393,excited
47,Maze,Juice WRLD,1584679,https://open.spotify.com/track/4mUIe9gfsdtsVP2zFIl74x,2019-03-08,4mUIe9gfsdtsVP2zFIl74x,0.126,0.674,144090,0.726,1.56E-06,11,0.115,-3.813,0,0.141,160.067,4,0.443,excited
40,HP,Maluma,1544705,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019-03-09,31UjYv5vLsDkzchJOtUMtW,0.252,0.837,184436,0.791,1.14E-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618,happy
47,Here With Me,Marshmello,1388335,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-03-11,5icOoE6VgqFKohjWWNp0Ac,0.0623,0.791,156347,0.565,0,5,0.156,-3.933,0,0.0439,99.961,4,0.181,excited
44,Numb Numb Juice,ScHoolboy Q,1591793,https://open.spotify.com/track/4dTiQezDWmEOWcdCbWVWMp,2019-03-15,4dTiQezDWmEOWcdCbWVWMp,0.00122,0.886,114973,0.47,3.36E-05,6,0.121,-7.756,0,0.458,156.997,4,0.184,sad
49,Wolke 10,MERO,1492817,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,2019-03-15,200cTjC6si5Xz9af2QeHi2,0.0662,0.77,172827,0.797,3.81E-06,10,0.0858,-4.985,0,0.0693,100.003,4,0.393,excited
50,Pa Mí - Remix,Dalex,1491321,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,2019-03-15,224EVTFiLsdQignUFLvDeH,0.753,0.688,360960,0.62,5.27E-06,11,0.158,-8.029,0,0.22,170.018,4,0.727,happy
44,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,1329620,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn,2019-03-17,6JqpFboOH2bq9pzaYbkKBn,0.18,0.764,187200,0.752,0,8,0.0701,-3.713,0,0.0711,100.066,4,0.698,happy
49,Old Town Road,Lil Nas X,1357760,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019-03-18,53CJANUxooaqGOtdsBTh7O,0.0361,0.908,113013,0.517,1.73E-06,1,0.0949,-6.063,1,0.129,136.019,4,0.471,excited
50,Someone You Loved,Lewis Capaldi,1375415,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019-03-19,2TIlqbIneP0ZY1O0EzYLlc,0.751,0.501,182161,0.405,0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,sad
35,Cherry Lady,Capital Bra,1786907,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB,2019-03-22,3r1cV21xPMkgCmxk8VqWOB,0.877,0.838,135597,0.549,0.000964,9,0.115,-7.145,0,0.0755,114.445,4,0.654,happy
49,Be Alright,Dean Lewis,1484762,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,2019-03-22,2H4gf1wLxvYreMj1jcaN0k,0.705,0.551,196493,0.537,0,11,0.0802,-7.595,1,0.034,126.421,4,0.493,excited
30,Au DD,PNL,1834813,https://open.spotify.com/track/6VSaNvPPagk4U5Skxp6XfV,2019-03-23,6VSaNvPPagk4U5Skxp6XfV,0.293,0.777,247161,0.698,2.32E-05,6,0.0908,-7.706,0,0.0704,119.963,4,0.119,excited
39,Bohemian Rhapsody - Remastered 2011,Queen,1548646,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019-03-27,4u7EnebtmKWzUH433cf5Qv,0.271,0.414,354320,0.404,0,0,0.3,-9.928,0,0.0499,71.105,4,0.224,sad
1,bad guy,Billie Eilish,7009369,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-03-29,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562,peacefull
3,wish you were gay,Billie Eilish,4694627,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019-03-29,3Fj47GNK2kUF0uaEDgXLaD,0.39,0.853,221543,0.351,9.38E-06,7,0.752,-10.198,1,0.241,118.028,4,0.282,sad
4,bury a friend,Billie Eilish,4478644,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-03-29,4SSnFejRGlZikf02HLewEF,0.74,0.905,193143,0.389,0.162,8,0.106,-14.505,1,0.332,120.046,4,0.196,sad
6,all the good girls go to hell,Billie Eilish,4044926,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2019-03-29,6IRdLKIyS4p7XNiP8r6rsx,0.283,0.726,168840,0.444,0.143,8,0.177,-8.922,0,0.372,185.044,4,0.569,peacefull
7,xanny,Billie Eilish,3829019,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,2019-03-29,4QIo4oxwzzafcBWkKjDpXY,0.751,0.521,243725,0.125,0.00207,9,0.265,-17.832,1,0.239,111.554,4,0.0528,sad
9,when the party's over,Billie Eilish,3605221,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-03-29,43zdsphuZLzwA9k4DJhU0I,0.978,0.367,196077,0.111,3.97E-05,4,0.0897,-14.084,1,0.0972,82.642,4,0.198,sad
11,you should see me in a crown,Billie Eilish,3432074,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2019-03-29,3XF5xLJHOQQRbWya6hBp7d,0.462,0.678,180953,0.533,0.219,4,0.139,-10.485,1,0.186,150.455,4,0.323,excited
14,my strange addiction,Billie Eilish,3251040,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,3Tc57t9l2O8FwQZtQOvPXK,0.35,0.939,179889,0.305,0.000169,8,0.105,-10.952,0,0.354,100.029,4,0.563,peacefull
17,ilomilo,Billie Eilish,2745611,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,2019-03-29,7qEKqBCD2vE5vIBsrUitpD,0.724,0.855,156371,0.423,0.469,5,0.0896,-15.044,0,0.0585,120.02,4,0.572,peacefull
19,i love you,Billie Eilish,2642970,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2019-03-29,6CcJMwBtXByIz4zQLzFkKc,0.952,0.421,291796,0.131,0.00453,0,0.109,-18.435,1,0.0382,137.446,4,0.12,sad
20,8,Billie Eilish,2600712,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r,2019-03-29,6X29iaaazwho3ab7GNue5r,0.698,0.735,173202,0.235,0.00604,3,0.107,-13.239,1,0.315,62.446,4,0.462,sad
21,listen before i go,Billie Eilish,2588747,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,2019-03-29,0tMSssfxAL2oV8Vri0mFHE,0.935,0.319,242652,0.0561,0.00384,0,0.388,-23.023,1,0.045,79.764,3,0.082,sad
37,goodbye,Billie Eilish,2013396,https://open.spotify.com/track/3LgWsmilsrWXiPYQFRD0T7,2019-03-29,3LgWsmilsrWXiPYQFRD0T7,0.837,0.153,119410,0.138,0.55,6,0.254,-21.877,0,0.0503,74.318,3,0.0503,sad
42,Con Altura,ROSALÍA,1918789,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-03-29,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746,happy
19,MONOPOLY (with Victoria Monét),Ariana Grande,2258634,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,2019-04-02,6tsOcBnaKgzK22yEiqRh8P,0.704,0.892,158587,0.507,3.14E-05,0,0.109,-8.282,1,0.378,143.96,4,0.695,happy
4,Kill This Love,BLACKPINK,4003909,https://open.spotify.com/track/3VHrwffnUZFb7FidvPV3OA,2019-04-05,3VHrwffnUZFb7FidvPV3OA,0.32,0.738,189052,0.861,0.00175,2,0.325,-4.141,1,0.237,131.974,4,0.58,happy
12,Talk (feat. Disclosure),Khalid,2986035,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-04-05,6TqXcAFInzjp0bODyvrWEq,0.051,0.901,197573,0.4,0,0,0.0599,-8.575,1,0.126,135.984,4,0.346,sad
15,Outta My Head (with John Mayer),Khalid,2716695,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,2019-04-05,09oZ9eXQ2fo6YDrPzJqAoP,0.0174,0.729,177067,0.545,0.000274,0,0.369,-7.818,1,0.0316,103.012,4,0.514,happy
16,My Bad,Khalid,2676926,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,2019-04-05,2XKFnwB6djxrJCjR3PdeRb,0.547,0.577,163973,0.578,0.59,0,0.264,-9.146,0,0.0906,84.965,4,0.367,excited
20,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2403130,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-04-05,6u7jPi22kF8CTQ3rb9DHE7,0.0533,0.878,157067,0.619,0,6,0.113,-5.56,1,0.102,136.041,4,0.639,happy
40,Don't Pretend (feat. SAFE),Khalid,1909515,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV,2019-04-05,1E6DEDWDKHoOW0fcFuDghV,0.258,0.697,165840,0.551,0.00551,11,0.124,-8.833,1,0.0815,89,4,0.219,excited
46,Cool,Jonas Brothers,1706680,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS,2019-04-05,3QmolSZqjjLksTUvZJ6pPS,0.0105,0.681,167120,0.603,0,0,0.159,-5.533,1,0.0458,79.007,4,0.643,happy
48,Bad Luck,Khalid,1681033,https://open.spotify.com/track/2vsuel3g4zaLYSOY0mOMbi,2019-04-05,2vsuel3g4zaLYSOY0mOMbi,0.277,0.432,231653,0.52,0.371,1,0.138,-5.515,0,0.0548,164.047,4,0.303,excited
45,Verte Ir,DJ Luian,1610409,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-04-06,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.20E-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553,happy
50,Te Robaré,Nicky Jam,1505158,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-04-06,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51E-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797,happy
48,On My Way,Alan Walker,1433040,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019-04-08,4n7jnSxVLd8QioibtTDBDq,0.0209,0.509,193798,0.689,0,1,0.301,-4.929,0,0.102,170.087,4,0.297,excited
8,Kill This Love,BLACKPINK,3092556,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019-04-09,4pUCKHjJ4Ijewc37rRrvHn,0.32,0.738,189052,0.861,0.00175,2,0.325,-4.141,1,0.237,131.974,4,0.58,happy
46,Sanguine Paradise,Lil Uzi Vert,1489786,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,2019-04-10,3XiNC94b4Tq1xwv70sQJGN,0.0948,0.729,243976,0.603,0,6,0.113,-6.736,0,0.0666,134.972,4,0.207,excited
5,SOS,Avicii,3501801,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,2019-04-11,6nDKrPlXdpomGBgAlO7UdP,0.272,0.802,157202,0.645,0,5,0.119,-6.181,0,0.0715,100.001,4,0.376,excited
4,Boy With Luv (feat. Halsey),BTS,4541312,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-04-12,5KawlOMHjWeUjQtnuRs22c,0.0923,0.645,229773,0.862,0,11,0.192,-4.757,0,0.0965,119.991,4,0.798,happy
14,Mikrokosmos,BTS,2695389,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC,2019-04-12,5hnbE5BF2e8BCk9OMR1UVC,0.125,0.58,224225,0.858,0,8,0.0502,-5.212,1,0.114,174.039,3,0.475,excited
17,Make It Right,BTS,2600135,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH,2019-04-12,6KUE0HSSudAp9AOycaF6SH,0.0104,0.638,226321,0.703,0,7,0.132,-7.874,1,0.444,105.766,4,0.261,excited
19,HOME,BTS,2462001,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8,2019-04-12,7lthOBXNue2IvedLRfkod8,0.0142,0.633,234178,0.799,0,7,0.194,-4.625,0,0.0429,142.991,4,0.535,happy
22,Dionysus,BTS,2281412,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ,2019-04-12,6JdS5rJvJaRA7B1tcm7kxZ,0.04,0.502,249215,0.91,0,7,0.319,-2.769,1,0.107,176.084,4,0.588,happy
24,Jamais Vu,BTS,2270674,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa,2019-04-12,0eeeyCAGnGZInPtpkdYiPa,0.226,0.608,227275,0.47,0,8,0.0963,-6.73,1,0.0428,81,4,0.241,sad
39,Intro : Persona,BTS,1859481,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x,2019-04-12,2isSdmQfVv32j2haL6hk9x,0.0278,0.469,171023,0.87,0,9,0.313,-4.475,0,0.342,86.622,4,0.652,happy
47,Tal Vez,Paulo Londra,1454415,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,2019-04-16,46lvmzK8wxAy66tjzXXSh0,0.266,0.849,264483,0.655,0,8,0.0781,-2.899,1,0.106,161.966,4,0.76,happy
49,So Am I,Ava Max,1431473,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,2019-04-17,0uUNN1nSoUx1A4fkDCWDQ7,0.0737,0.682,183027,0.656,0,6,0.353,-4.67,1,0.0435,130.089,4,0.607,happy
24,Power is Power,SZA,1984418,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP,2019-04-19,35RDmXJ59YYGNlv1KfTGsP,0.00413,0.507,211267,0.644,0,4,0.217,-7.485,1,0.0641,179.913,4,0.172,excited
46,Earth,Lil Dicky,1409190,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,2019-04-22,2S1LebN6AXXQqJolBxlWgO,0.639,0.694,281500,0.664,0,2,0.0929,-4.649,1,0.05,95.941,4,0.676,happy
35,Hold Up,Beyoncé,1659841,https://open.spotify.com/track/0rzNMzZsubFcXSEh7dnem7,2019-04-23,0rzNMzZsubFcXSEh7dnem7,0.745,0.524,221093,0.397,0,0,0.521,-11.936,1,0.405,80.744,4,0.552,peacefull
37,Sorry,Beyoncé,1652812,https://open.spotify.com/track/0lnIJmgcUpEpe4AZACjayW,2019-04-23,0lnIJmgcUpEpe4AZACjayW,0.00175,0.775,232560,0.598,4.44E-06,2,0.253,-7.274,1,0.0535,129.988,4,0.356,excited
46,Formation,Beyoncé,1524931,https://open.spotify.com/track/6g0Orsxv6glTJCt4cHsRsQ,2019-04-23,6g0Orsxv6glTJCt4cHsRsQ,0.00532,0.896,206080,0.621,0,5,0.196,-6.857,0,0.237,121.966,4,0.818,happy
49,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,1344490,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,2019-04-25,3y3brCCecHC3Db18aIOnny,0.381,0.591,215316,0.705,0.000116,9,0.131,-6.519,0,0.079,121.799,4,0.27,excited
1,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,7945784,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,2019-04-26,4Sib57MmYGJzSvkW84jTwh,0.0291,0.614,193040,0.839,0,0,0.112,-4.143,1,0.0702,182.123,4,0.657,happy
46,Light It Up (with Tyga & Chris Brown),Marshmello,1550294,https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8,2019-04-26,4Q8aDd3H6LF8t4eY7So9O8,0.0407,0.81,137448,0.625,1.53E-06,11,0.118,-3.593,0,0.071,100.019,4,0.598,happy
47,Floating (feat. 21 Savage),ScHoolboy Q,1532099,https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ,2019-04-26,4NN6N5TxBO5k9uqu0W4gfQ,0.181,0.906,186827,0.545,0,11,0.091,-4.977,0,0.344,139.932,4,0.543,happy
49,Truth Hurts,Lizzo,1298377,https://open.spotify.com/track/4HFpIAtiojlAuYNmITpYGn,2019-04-29,4HFpIAtiojlAuYNmITpYGn,0.11,0.715,173325,0.624,0,4,0.123,-3.046,0,0.114,158.087,4,0.412,excited
49,Walk Me Home,P!nk,1265587,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,2019-05-01,6jfEZdUJ2Yla6h7gTJgKuo,0.0519,0.652,177391,0.453,0,1,0.179,-6.119,1,0.0445,88.038,3,0.432,sad
48,Otro Trago,Sech,1363446,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-05-02,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62,happy
2,Homicide,Logic,5178465,https://open.spotify.com/track/0Lw6aQcBFWTQ9m4MSwwwes,2019-05-03,0Lw6aQcBFWTQ9m4MSwwwes,0.145,0.722,245413,0.764,0,10,0.171,-5.656,0,0.398,139.831,4,0.796,happy
5,If I Can't Have You,Shawn Mendes,4105891,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019-05-03,6LsAAHotRLMOHfCsSfYCsz,0.524,0.692,190800,0.809,0,2,0.147,-4.198,1,0.0602,123.911,4,0.864,happy
50,Truth Hurts,Lizzo,1473645,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019-05-03,5qmq61DAAOUaW8AUo8xKhh,0.11,0.715,173325,0.624,0,4,0.123,-3.046,0,0.114,158.087,4,0.412,excited
49,Paradise,Bazzi,1421956,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,2019-05-04,7njKgVl3AnLflRad38o7AG,0.0828,0.844,169038,0.644,0,11,0.113,-6.273,0,0.0479,122.061,4,0.591,happy
1,I Don't Care (with Justin Bieber),Ed Sheeran,10977389,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019-05-10,3HVWdVOQ0ZA45FuZGSfvns,0.0912,0.798,219947,0.675,0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842,happy
5,Homicide (feat. Eminem),Logic,3785559,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,2019-05-10,2MuMD298IpYqKF367wegUd,0.137,0.694,245387,0.759,0,10,0.167,-5.667,0,0.398,140.055,4,0.77,happy
17,Tough Love,Avicii,2297425,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV,2019-05-10,4XZxalvnG4Yo8YZLuiT1kV,0.143,0.402,191248,0.754,0,8,0.358,-4.837,1,0.0432,108.17,4,0.621,happy
22,Pa Mí - Remix,Dalex,2041667,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-05-10,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27E-06,11,0.158,-8.029,0,0.22,170.018,4,0.727,happy
43,Soltera - Remix,Lunay,1579257,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-05-10,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0,5,0.437,-4.271,1,0.0432,92.016,4,0.8,happy
50,Stay (Don't Go Away) [feat. Raye],David Guetta,1505107,https://open.spotify.com/track/4YhN72dRYL2Z3MsaKyT7rS,2019-05-10,4YhN72dRYL2Z3MsaKyT7rS,0.259,0.669,185943,0.797,0,9,0.199,-5.68,0,0.0624,119.865,4,0.552,happy
