Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,emotion
48,Piece Of Your Heart,MEDUZA,1463857,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019-05-11,1DFD5Fotzgn6yYXkYsKiGs,0.0404,0.677,152913,0.744,0.00016,10,0.074,-6.806,0,0.0295,124.08,4,0.631,happy
50,3 Nights,Dominic Fike,1241456,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019-05-12,1tNJrcVe6gwLEiZCtprs1u,0.223,0.815,177667,0.518,0,7,0.104,-6.594,0,0.0897,151.891,4,0.877,happy
50,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1369957,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,2019-05-13,7Feaw9WAEREY0DUOSXJLOM,0.179,0.661,163805,0.723,1.23E-05,5,0.14,-6.976,0,0.0566,113.778,4,0.316,excited
50,Suge,DaBaby,1467815,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019-05-15,2gwkD6igEhQbDQegRCcdoB,0.0608,0.876,163320,0.662,0,2,0.127,-6.482,0,0.426,75.445,4,0.844,happy
46,lovely (with Khalid),Billie Eilish,1534343,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019-05-16,0u2P5u6lvoDfwTYjAADbn4,0.934,0.351,200186,0.296,0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,sad
5,EARFQUAKE,"Tyler, The Creator",3609474,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019-05-17,5hVghJ4KaYES3BFUATCYn0,0.23,0.554,190067,0.498,5.98E-06,9,0.795,-8.866,1,0.0685,79.635,4,0.413,sad
10,I THINK,"Tyler, The Creator",2978365,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t,2019-05-17,4f8Mh5wuWHOsfXtzjrJB3t,0.00881,0.826,212013,0.579,0,8,0.129,-8.241,0,0.0801,121.075,4,0.431,excited
11,IGOR'S THEME,"Tyler, The Creator",2941072,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW,2019-05-17,51RN0kzWd7xeR4th5HsEtW,0.00559,0.467,200693,0.672,0.243,10,0.607,-7.371,0,0.377,163.1,4,0.0648,excited
16,Someone You Loved,Lewis Capaldi,2676838,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-05-17,7qEHsqek33rTcFNT9PFqLf,0.751,0.501,182161,0.405,0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,sad
17,RUNNING OUT OF TIME,"Tyler, The Creator",2666984,https://open.spotify.com/track/5QvBXUm5MglLJ3iBfTX2Wo,2019-05-17,5QvBXUm5MglLJ3iBfTX2Wo,0.296,0.36,177227,0.391,0.000406,6,0.129,-10.6,1,0.0528,84.281,4,0.162,sad
19,NEW MAGIC WAND,"Tyler, The Creator",2544390,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,2019-05-17,0fv2KH6hac06J86hBUTcSf,0.0967,0.621,195320,0.73,0.000131,5,0.673,-5.414,0,0.107,139.566,4,0.464,excited
21,A BOY IS A GUN*,"Tyler, The Creator",2447566,https://open.spotify.com/track/1nXZnTALNXiPlvXotqHm66,2019-05-17,1nXZnTALNXiPlvXotqHm66,0.575,0.417,210253,0.689,0,2,0.496,-8.302,0,0.178,79.568,4,0.505,happy
22,WHAT'S GOOD,"Tyler, The Creator",2441468,https://open.spotify.com/track/6bOkaEXc5CopinGazSLokx,2019-05-17,6bOkaEXc5CopinGazSLokx,0.0567,0.458,205627,0.909,4.26E-06,1,0.11,-6.553,1,0.487,118.227,4,0.449,excited
25,PUPPET,"Tyler, The Creator",2251562,https://open.spotify.com/track/0wEC0GNF74lAqrEFZJMl1m,2019-05-17,0wEC0GNF74lAqrEFZJMl1m,0.00235,0.508,179013,0.557,0.0134,8,0.588,-8.967,0,0.0478,77.572,4,0.199,excited
26,Nightmare,Halsey,2222486,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,2019-05-17,340UVheS8z3ncW9TTUhAbc,0.0188,0.611,231999,0.622,0,9,0.359,-5.075,0,0.0734,146.11,4,0.538,happy
29,HP,Maluma,2064334,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-05-17,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14E-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618,happy
34,"GONE, GONE / THANK YOU","Tyler, The Creator",1983998,https://open.spotify.com/track/1hz7SRTGUNAtIQ46qiNv2p,2019-05-17,1hz7SRTGUNAtIQ46qiNv2p,0.216,0.518,375387,0.492,0.0012,10,0.146,-8.436,0,0.193,78.848,4,0.471,sad
46,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",1700929,https://open.spotify.com/track/5A0M6B0RBSXSNWv0wcppZ9,2019-05-17,5A0M6B0RBSXSNWv0wcppZ9,0.352,0.638,161200,0.522,0.0663,8,0.165,-9.814,1,0.0932,142.952,4,0.584,happy
47,ARE WE STILL FRIENDS?,"Tyler, The Creator",1699440,https://open.spotify.com/track/5TxRUOsGeWeRl3xOML59Ai,2019-05-17,5TxRUOsGeWeRl3xOML59Ai,0.128,0.216,265480,0.497,2.39E-06,10,0.111,-8.025,1,0.0371,187.308,3,0.313,sad
50,Wieder Lila,Samra,1684300,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We,2019-05-17,2kkcJ8tSDV42LdWcPjy6We,0.435,0.656,188057,0.756,0,2,0.0934,-4.026,0,0.3,168.031,4,0.645,happy
14,Arcade,Duncan Laurence,2315473,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,2019-05-19,1Xi84slp6FryDSCbzq4UCD,0.818,0.45,183624,0.329,0.00109,9,0.135,-12.603,0,0.0441,71.884,3,0.266,sad
34,Soldi,Mahmood,1553141,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,2019-05-19,4szQkW1CDHqbRZGltXJdd3,0.0361,0.729,195133,0.589,0,3,0.305,-9.871,0,0.0483,95.065,4,0.349,excited
12,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2580804,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019-05-20,4MsUsFfWseB9M2plGJyuIw,0.0291,0.614,193040,0.839,0,0,0.112,-4.143,1,0.0702,182.123,4,0.657,happy
4,The London (feat. J. Cole & Travis Scott),Young Thug,4036952,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,2019-05-24,7DcvwMAiqKJQD1rrdfxSDx,0.0247,0.796,200107,0.586,0,4,0.132,-6.946,0,0.147,97.981,4,0.179,excited
7,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,3284601,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,2019-05-24,543bCW2ruMPmxUBWirQ3MR,0.214,0.746,206187,0.787,0,4,0.0669,-6.373,1,0.12,95.005,4,0.607,happy
21,Easier,5 Seconds of Summer,2205364,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,2019-05-24,4tNXntkAzQ5A2dfYRYGIIQ,0.489,0.505,157493,0.428,0,5,0.0977,-5.604,1,0.221,175.813,4,0.618,peacefull
24,Tal Vez,Paulo Londra,2076864,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-05-24,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0,8,0.0801,-2.443,1,0.151,161.986,4,0.741,happy
44,Not Ok,Kygo,1662548,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x,2019-05-24,6aoGtdWXBkYQ2O2wnyIz2x,0.0292,0.618,210944,0.66,2.07E-06,11,0.325,-8.14,0,0.0372,105,4,0.408,excited
46,Isis,Joyner Lucas,1627345,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh,2019-05-24,36TO60sxDduIsO3xH8IcUh,0.234,0.918,236000,0.837,0,1,0.227,-6.792,1,0.255,120.017,4,0.855,happy
50,Pop Out (feat. Lil Tjay),Polo G,1527146,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,2019-05-24,5AjINjwKyRvQJhSe2zpPHi,0.121,0.861,166640,0.621,0,1,0.0689,-7.106,1,0.362,83.976,4,0.254,excited
49,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,1279164,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,2019-05-26,1iWHabUgUuuKLBa0TzTHfk,0.0575,0.302,242956,0.414,0,2,0.0861,-8.16,1,0.0319,110.508,4,0.105,sad
41,Rescue Me,OneRepublic,1543867,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019-05-28,0mjAU3yKR1QnXnHtjGJqTM,0.156,0.759,158900,0.605,0,7,0.694,-7.737,1,0.0433,121.049,4,0.64,happy
46,"Go Loko (feat. Tyga, Jon Z)",YG,1497531,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,2019-05-28,1kK6DwzyXJSp58u5HYWwuD,0.325,0.88,299227,0.67,4.17E-06,2,0.0662,-5.177,1,0.0468,101.008,4,0.131,excited
50,11:00 p.�m.,Maluma,1422784,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-05-30,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0,10,0.091,-4.84,1,0.277,95.692,4,0.68,happy
10,Never Really Over,Katy Perry,2832132,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-05-31,5PYQUBXc7NYeI1obMKSJK0,0.194,0.77,223523,0.882,0,8,0.316,-4.792,1,0.0602,99.991,4,0.385,excited
13,SOS,Avicii,2719843,https://open.spotify.com/track/0n2nEtLP3OzDdi12ziIekx,2019-05-31,0n2nEtLP3OzDdi12ziIekx,0.272,0.802,157202,0.645,0,5,0.119,-6.181,0,0.0715,100.001,4,0.376,excited
14,Mother's Daughter,Miley Cyrus,2634609,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,2019-05-31,2WyRfGeHo97VC5mP1BBSzr,0.00464,0.681,219080,0.865,0.00169,1,0.149,-4.132,0,0.0594,91.017,4,0.528,happy
19,Press,Cardi B,2222591,https://open.spotify.com/track/34mnEACakE122UwsaaoMSL,2019-05-31,34mnEACakE122UwsaaoMSL,0.029,0.888,143792,0.525,5.68E-06,1,0.137,-5.665,1,0.305,133.983,4,0.243,excited
25,Find U Again (feat. Camila Cabello),Mark Ronson,2018323,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX,2019-05-31,1HpzOCZbNWzxvvXfSGtSrX,0.00548,0.605,176417,0.664,3.00E-06,8,0.204,-7.162,1,0.0316,103.997,4,0.164,excited
44,Call You Mine,The Chainsmokers,1600478,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,2019-05-31,05CwHjIk71RXVU40boRMnR,0.225,0.591,217653,0.702,0,7,0.414,-5.59,1,0.0289,104.003,4,0.501,happy
38,Press,Cardi B,1657203,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv,2019-06-01,6dPyzkyZwoj9LqjQXOFdVv,0.029,0.888,143792,0.525,5.68E-06,1,0.137,-5.665,1,0.305,133.983,4,0.243,excited
43,Callaita,Bad Bunny,1561894,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-06-01,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12E-06,2,0.243,-4.773,1,0.309,176.169,4,0.244,excited
45,Amor Genuino,Ozuna,1500460,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5,2019-06-05,6pK5edDoyrn4mWwRSVc2a5,0.653,0.442,179937,0.445,0,10,0.118,-4.071,0,0.0381,85.744,4,0.423,sad
5,SOS (feat. Aloe Blacc),Avicii,3644389,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2019-06-07,2x0RZdkZcD8QRI53XT4GI5,0.272,0.802,157202,0.645,0,5,0.119,-6.181,0,0.0715,100.001,4,0.376,excited
6,Heaven,Avicii,3339581,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,2019-06-07,0vrmHPfoBadXVr2n0m1aqZ,0.0715,0.592,277262,0.873,0.00982,9,0.142,-5.65,1,0.0275,122.011,4,0.516,happy
8,Sucker,Jonas Brothers,3112285,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019-06-07,22vgEDb5hykfaTwLuskFGD,0.0427,0.842,181027,0.734,0,1,0.106,-5.065,0,0.0588,137.958,4,0.952,happy
21,Only Human,Jonas Brothers,2139502,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019-06-07,0DiDStADDVh3SvAsoJAFMk,0.108,0.795,183000,0.496,0,0,0.0645,-5.883,1,0.0722,94.01,4,0.874,peacefull
23,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,2016564,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I,2019-06-07,4c1WgUnHXq2LEncGHKgj1I,0.0967,0.735,187458,0.74,0,0,0.101,-3.837,0,0.0519,141.948,4,0.541,happy
31,Veleno 7,Gemitaiz,1855492,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7,2019-06-07,3fV9z98dnQLSIPIMMJXCm7,0.156,0.806,173371,0.843,1.24E-05,6,0.363,-6.237,0,0.0601,132.991,4,0.327,excited
40,Pop Out (feat. Lil Tjay),Polo G,1709061,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2019-06-07,6uFn47ACjqYkc0jADwEdj1,0.15,0.772,166560,0.639,0,1,0.0698,-7.119,1,0.467,168.112,4,0.261,excited
45,No Guidance (feat. Drake),Chris Brown,1558992,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc,2019-06-08,7FEwp8BavoEVE3AnxJDchc,0.123,0.698,260640,0.454,0,1,0.155,-6.756,0,0.151,92.932,4,0.137,sad
50,No Me Conoce - Remix,Jhay Cortez,1428637,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-06-08,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58,happy
3,You Need To Calm Down,Taylor Swift,5011975,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,2019-06-14,29fRTIKsJhLUJoldM89GZS,0.00838,0.769,171387,0.678,0,2,0.0596,-5.604,1,0.0507,85.025,4,0.706,happy
46,Loco Contigo (with J. Balvin & Tyga),DJ Snake,1587746,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo,2019-06-14,1f38Gx6xQz6r4H1jGVNBJo,0.285,0.822,185195,0.743,2.31E-06,6,0.102,-3.04,0,0.0567,96.025,4,0.355,excited
50,Sanctuary,Joji,1532152,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,2019-06-14,3xaugmCyXrVkrDTXbFkMW3,0.422,0.552,180019,0.65,0.000275,1,0.372,-7.199,1,0.128,167.788,4,0.316,excited
7,Money In The Grave (Drake ft. Rick Ross),Drake,3123773,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019-06-15,5ry2OE6R2zPQFDO85XkgRb,0.101,0.831,205427,0.502,0,10,0.122,-4.045,0,0.046,100.541,4,0.101,excited
18,Omertà,Drake,2144500,https://open.spotify.com/track/3kCwyvhvVTyehIzYN2I0nF,2019-06-15,3kCwyvhvVTyehIzYN2I0nF,0.0337,0.646,219507,0.899,0,6,0.232,-2.232,1,0.298,164.119,4,0.685,happy
48,Ransom,Lil Tecca,1445199,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU,2019-06-17,1xbtojAZsQjOgiGdGX6ChU,0.0204,0.745,131248,0.642,0,7,0.0658,-6.257,0,0.287,179.974,4,0.226,excited
1,Señorita,Shawn Mendes,6568376,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019-06-21,0TK2YIli7K1leLovkQiNik,0.037,0.759,190960,0.54,0,9,0.0945,-6.039,0,0.0287,116.947,4,0.75,happy
7,Panini,Lil Nas X,3824604,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,2019-06-21,6fTt0CH2t0mdeB2N9XFG5r,0.342,0.703,114893,0.594,0,5,0.123,-6.146,0,0.0752,153.848,4,0.475,excited
26,Tilidin,Capital Bra,2067813,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ,2019-06-21,1VEMUkGFio5uURvN8x1DZJ,0.418,0.648,172036,0.67,0,6,0.143,-4.918,0,0.38,83.244,4,0.723,happy
28,One Thing Right,Marshmello,1899622,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,2019-06-21,4hPpVbbakQNv8YTHYaOJP4,0.0667,0.659,181824,0.623,0,4,0.582,-2.253,1,0.0451,88.042,4,0.439,excited
33,Rodeo,Lil Nas X,1832183,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,2019-06-21,4ak7xjvBeBOcJGWFDX9w5n,0.139,0.706,158707,0.679,6.98E-05,9,0.465,-5.614,1,0.0324,140.081,4,0.657,happy
4,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,4860946,https://open.spotify.com/track/4O4HtthxTvVL1Z1PuDb7GX,2019-06-22,4O4HtthxTvVL1Z1PuDb7GX,0.0533,0.878,157067,0.619,0,6,0.113,-5.56,1,0.102,136.041,4,0.639,happy
8,Panini,Lil Nas X,3315665,https://open.spotify.com/track/2pmhboG1a2XfDiTvMwO8sd,2019-06-22,2pmhboG1a2XfDiTvMwO8sd,0.342,0.703,114893,0.594,0,5,0.123,-6.146,0,0.0752,153.848,4,0.475,excited
14,Old Town Road,Lil Nas X,2525546,https://open.spotify.com/track/2RegUmAI4EGqpXXx95rBMB,2019-06-22,2RegUmAI4EGqpXXx95rBMB,0.0461,0.906,113013,0.52,1.80E-06,1,0.0985,-6.114,1,0.131,136,4,0.516,happy
26,Rodeo,Lil Nas X,1697836,https://open.spotify.com/track/5MWOSsgPDm3aPvAHWghxxG,2019-06-23,5MWOSsgPDm3aPvAHWghxxG,0.138,0.711,158707,0.687,7.10E-05,9,0.465,-5.606,1,0.0318,140.065,4,0.668,happy
50,It's You,Ali Gatie,1418232,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,2019-06-25,6moU77g9RQyMzHNuKEaQKq,0.374,0.732,212607,0.463,0,11,0.194,-6.972,0,0.0287,95.971,4,0.397,sad
28,Ransom,Lil Tecca,1794861,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,2019-06-26,1kBbgxAUc4HQv7cgIayIDH,0.0204,0.745,131280,0.642,0,7,0.0658,-6.257,0,0.287,179.974,4,0.226,excited
3,Beautiful People (feat. Khalid),Ed Sheeran,5455913,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,2019-06-28,4evmHXcjt3bTUHD1cvny97,0.124,0.64,197867,0.648,0,5,0.0802,-8.113,0,0.187,92.977,4,0.548,happy
11,QUE PRETENDES,J Balvin,2891186,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-06-28,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0,10,0.362,-4.443,0,0.253,92.603,4,0.939,happy
23,LA CANCIÓN,J Balvin,2231378,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-06-28,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85E-05,7,0.108,-5.795,1,0.317,176.089,4,0.429,excited
25,No Guidance (feat. Drake),Chris Brown,2217389,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019-06-28,6XHVuErjQ4XNm6nDPVCxVX,0.123,0.698,260640,0.454,0,1,0.155,-6.756,0,0.151,92.932,4,0.137,sad
28,Higher Love,Kygo,2125893,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2019-06-28,6oJ6le65B3SEqPwMRNXWjY,0.0154,0.693,228267,0.678,6.05E-06,8,0.101,-7.159,1,0.0324,103.952,4,0.404,excited
30,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,2070341,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,2019-06-28,7ILEWkpfdK6AjH2D7jppWk,0.873,0.66,204880,0.395,0,7,0.112,-5.242,1,0.0333,81.997,4,0.678,peacefull
32,MOJAITA,J Balvin,2006910,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf,2019-06-28,71pEiUWwfDFiRO6RmFpnBf,0.0171,0.45,187333,0.842,0,0,0.377,-3.602,1,0.102,172.069,4,0.885,happy
45,YO LE LLEGO,J Balvin,1666855,https://open.spotify.com/track/0uIfrUwwg0Z7KTitul7E3T,2019-06-28,0uIfrUwwg0Z7KTitul7E3T,0.0104,0.785,249600,0.792,0,9,0.104,-4.695,0,0.0641,155.036,4,0.528,happy
50,On A Roll,Ashley O,1427073,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,2019-07-01,56JyMaElW79S7TDWh1Zw1m,0.077,0.737,154448,0.81,0,5,0.0523,-6.354,1,0.0896,125.005,4,0.387,excited
6,Goodbyes (Feat. Young Thug),Post Malone,4506758,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-07-05,6vBdBCoOhKHiYDDOcorfNo,0.447,0.58,174960,0.653,0,5,0.111,-3.818,1,0.0745,150.231,4,0.175,excited
38,Best Part of Me (feat. YEBBA),Ed Sheeran,1718616,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX,2019-07-05,5ug4vqGZ3eisGhY1IsziNX,0.762,0.565,243267,0.242,9.30E-06,2,0.285,-8.367,1,0.0318,81.657,4,0.237,sad
44,Lalala,Y2K,1325307,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019-07-07,51Fjme0JiitpyXKuyQiCDo,0.181,0.843,160627,0.391,0,2,0.137,-7.899,1,0.0845,129.972,4,0.496,sad
23,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1957167,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,2019-07-10,40OMBMYRk5IQL6xCzGM0JA,0.179,0.661,163805,0.723,1.23E-05,5,0.14,-6.976,0,0.0566,113.778,4,0.316,excited
2,I Don't Care (with Justin Bieber),Ed Sheeran,6238667,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-07-12,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842,happy
3,Beautiful People (feat. Khalid),Ed Sheeran,6042828,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-07-12,70eFcWOvlMObDhURTqT4Fv,0.124,0.64,197867,0.648,0,5,0.0802,-8.113,0,0.187,92.977,4,0.548,happy
6,bad guy (with Justin Bieber),Billie Eilish,4672398,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,2019-07-12,3yNZ5r3LKfdmjoS3gkhUCT,0.252,0.67,194840,0.453,0.33,0,0.117,-11.265,1,0.295,135.055,4,0.68,peacefull
7,Antisocial (with Travis Scott),Ed Sheeran,4265602,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,2019-07-12,1DhRbox3xkceP64k3JeYfW,0.133,0.715,161747,0.823,0,5,0.361,-5.313,0,0.0495,151.956,4,0.91,happy
9,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,3941042,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019-07-12,4vUmTMuQqjdnvlZmAH61Qk,0.148,0.857,204467,0.621,0,9,0.0865,-6.376,0,0.0824,97.986,4,0.668,happy
10,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,3539420,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,2019-07-12,0AtP8EkGPn6SwxKDaUuXec,0.135,0.852,207760,0.666,0,11,0.798,-6.923,0,0.184,91.046,4,0.726,happy
12,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,3250274,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,2019-07-12,4wuCQX7JvAZLlrcmH4AeZF,0.214,0.746,206187,0.787,0,4,0.0669,-6.373,1,0.12,95.005,4,0.607,happy
16,Best Part of Me (feat. YEBBA),Ed Sheeran,2718970,https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,2019-07-12,0VsGaRXR5WAzpu51unJTis,0.762,0.565,243267,0.242,9.30E-06,2,0.285,-8.367,1,0.0318,81.657,4,0.237,sad
22,Take Me Back to London (feat. Stormzy),Ed Sheeran,2455247,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,2019-07-12,1AI7UPw3fgwAFkvAlZWhE0,0.219,0.885,189733,0.762,0,8,0.162,-5.513,0,0.216,138.059,4,0.605,happy
26,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,2244550,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N,2019-07-12,2qRN7PWiHRLprw4FpDeI9N,0.333,0.747,200733,0.649,0,10,0.172,-6.218,0,0.219,88.011,4,0.84,happy
36,Feels (feat. Young Thug & J Hus),Ed Sheeran,1938656,https://open.spotify.com/track/1Bdptrvb7nQkq8kCw3siE9,2019-07-12,1Bdptrvb7nQkq8kCw3siE9,0.112,0.665,150787,0.68,0,2,0.096,-4.899,1,0.29,91.67,4,0.69,happy
37,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,1912375,https://open.spotify.com/track/7hvO2qCwJVZxiyoA7c9i5d,2019-07-12,7hvO2qCwJVZxiyoA7c9i5d,0.000245,0.631,209120,0.796,0.0115,1,0.38,-5.35,1,0.0401,92.469,4,0.596,happy
39,Put It All on Me (feat. Ella Mai),Ed Sheeran,1882708,https://open.spotify.com/track/5T03itPFOPGGkvVPvPiyla,2019-07-12,5T03itPFOPGGkvVPvPiyla,0.253,0.627,197093,0.594,0,7,0.373,-8.306,1,0.0478,101.008,4,0.389,excited
